ticker,weight,level,rep
MMM,0.0,L3,41
AMZN,0.084,L3,41
AXP,0.043,L3,41
AMGN,0.052,L3,41
AAPL,0.11,L3,41
BA,0.0,L3,41
CAT,0.028,L3,41
CVX,0.018,L3,41
CSCO,0.018,L3,41
KO,0.02,L3,41
DOW,0.0,L3,41
GS,0.02,L3,41
HD,0.032,L3,41
HON,0.012,L3,41
IBM,0.0,L3,41
INTC,0.0,L3,41
JNJ,0.018,L3,41
JPM,0.024,L3,41
MCD,0.018,L3,41
MRK,0.09,L3,41
MSFT,0.12,L3,41
NKE,0.0,L3,41
PG,0.07,L3,41
CRM,0.055,L3,41
TRV,0.02,L3,41
UNH,0.05,L3,41
VZ,0.0,L3,41
V,0.046,L3,41
WMT,0.09,L3,41
DIS,0.0,L3,41
MMM,0.02,L0,42
AMZN,0.03,L0,42
AXP,0.025,L0,42
AMGN,0.04,L0,42
AAPL,0.045,L0,42
BA,0.01,L0,42
CAT,0.02,L0,42
CVX,0.035,L0,42
CSCO,0.035,L0,42
KO,0.045,L0,42
DOW,0.015,L0,42
GS,0.02,L0,42
HD,0.035,L0,42
HON,0.025,L0,42
IBM,0.03,L0,42
INTC,0.02,L0,42
JNJ,0.055,L0,42
JPM,0.03,L0,42
MCD,0.045,L0,42
MRK,0.045,L0,42
MSFT,0.055,L0,42
NKE,0.02,L0,42
PG,0.055,L0,42
CRM,0.02,L0,42
TRV,0.025,L0,42
UNH,0.055,L0,42
VZ,0.035,L0,42
V,0.04,L0,42
WMT,0.05,L0,42
DIS,0.02,L0,42
MMM,0.0,L1,42
AMZN,0.06,L1,42
AXP,0.015,L1,42
AMGN,0.055,L1,42
AAPL,0.07,L1,42
BA,0.0,L1,42
CAT,0.01,L1,42
CVX,0.015,L1,42
CSCO,0.02,L1,42
KO,0.05,L1,42
DOW,0.0,L1,42
GS,0.0,L1,42
HD,0.025,L1,42
HON,0.01,L1,42
IBM,0.01,L1,42
INTC,0.0,L1,42
JNJ,0.07,L1,42
JPM,0.01,L1,42
MCD,0.045,L1,42
MRK,0.07,L1,42
MSFT,0.09,L1,42
NKE,0.0,L1,42
PG,0.07,L1,42
CRM,0.025,L1,42
TRV,0.03,L1,42
UNH,0.06,L1,42
VZ,0.0,L1,42
V,0.055,L1,42
WMT,0.08,L1,42
DIS,0.015,L1,42
MMM,0.0,L2,42
AMZN,0.078,L2,42
AXP,0.0,L2,42
AMGN,0.042,L2,42
AAPL,0.102,L2,42
BA,0.0,L2,42
CAT,0.0,L2,42
CVX,0.0,L2,42
CSCO,0.0,L2,42
KO,0.0,L2,42
DOW,0.0,L2,42
GS,0.0,L2,42
HD,0.0,L2,42
HON,0.0,L2,42
IBM,0.0,L2,42
INTC,0.0,L2,42
JNJ,0.0,L2,42
JPM,0.0,L2,42
MCD,0.0,L2,42
MRK,0.214,L2,42
MSFT,0.17,L2,42
NKE,0.0,L2,42
PG,0.154,L2,42
CRM,0.03,L2,42
TRV,0.0,L2,42
UNH,0.07,L2,42
VZ,0.0,L2,42
V,0.06,L2,42
WMT,0.08,L2,42
DIS,0.0,L2,42
MMM,0.0,L3,42
AMZN,0.09,L3,42
AXP,0.055,L3,42
AMGN,0.045,L3,42
AAPL,0.12,L3,42
BA,0.0,L3,42
CAT,0.035,L3,42
CVX,0.015,L3,42
CSCO,0.01,L3,42
KO,0.01,L3,42
DOW,0.0,L3,42
GS,0.02,L3,42
HD,0.03,L3,42
HON,0.01,L3,42
IBM,0.0,L3,42
INTC,0.0,L3,42
JNJ,0.0,L3,42
JPM,0.025,L3,42
MCD,0.01,L3,42
MRK,0.08,L3,42
MSFT,0.14,L3,42
NKE,0.0,L3,42
PG,0.06,L3,42
CRM,0.055,L3,42
TRV,0.015,L3,42
UNH,0.055,L3,42
VZ,0.0,L3,42
V,0.045,L3,42
WMT,0.09,L3,42
DIS,0.02,L3,42
MMM,0.02,L0,43
AMZN,0.03,L0,43
AXP,0.025,L0,43
AMGN,0.04,L0,43
AAPL,0.045,L0,43
BA,0.01,L0,43
CAT,0.02,L0,43
CVX,0.035,L0,43
CSCO,0.035,L0,43
KO,0.045,L0,43
DOW,0.015,L0,43
GS,0.02,L0,43
HD,0.035,L0,43
HON,0.025,L0,43
IBM,0.03,L0,43
INTC,0.02,L0,43
JNJ,0.055,L0,43
JPM,0.03,L0,43
MCD,0.04,L0,43
MRK,0.045,L0,43
MSFT,0.055,L0,43
NKE,0.02,L0,43
PG,0.055,L0,43
CRM,0.02,L0,43
TRV,0.03,L0,43
UNH,0.05,L0,43
VZ,0.04,L0,43
V,0.04,L0,43
WMT,0.05,L0,43
DIS,0.015,L0,43
MMM,0.0,L1,43
AMZN,0.06,L1,43
AXP,0.02,L1,43
AMGN,0.06,L1,43
AAPL,0.07,L1,43
BA,0.0,L1,43
CAT,0.015,L1,43
CVX,0.015,L1,43
CSCO,0.025,L1,43
KO,0.05,L1,43
DOW,0.0,L1,43
GS,0.0,L1,43
HD,0.025,L1,43
HON,0.01,L1,43
IBM,0.015,L1,43
INTC,0.0,L1,43
JNJ,0.08,L1,43
JPM,0.015,L1,43
MCD,0.045,L1,43
MRK,0.08,L1,43
MSFT,0.09,L1,43
NKE,0.0,L1,43
PG,0.08,L1,43
CRM,0.025,L1,43
TRV,0.035,L1,43
UNH,0.07,L1,43
VZ,0.0,L1,43
V,0.055,L1,43
WMT,0.085,L1,43
DIS,0.0,L1,43
MMM,0.0,L2,43
AMZN,0.073,L2,43
AXP,0.0,L2,43
AMGN,0.057,L2,43
AAPL,0.094,L2,43
BA,0.0,L2,43
CAT,0.0,L2,43
CVX,0.0,L2,43
CSCO,0.0,L2,43
KO,0.0,L2,43
DOW,0.0,L2,43
GS,0.0,L2,43
HD,0.0,L2,43
HON,0.0,L2,43
IBM,0.0,L2,43
INTC,0.0,L2,43
JNJ,0.0,L2,43
JPM,0.0,L2,43
MCD,0.0,L2,43
MRK,0.184,L2,43
MSFT,0.18,L2,43
NKE,0.0,L2,43
PG,0.132,L2,43
CRM,0.0,L2,43
TRV,0.0,L2,43
UNH,0.086,L2,43
VZ,0.0,L2,43
V,0.061,L2,43
WMT,0.133,L2,43
DIS,0.0,L2,43
MMM,0.0,L3,43
AMZN,0.097,L3,43
AXP,0.055,L3,43
AMGN,0.04,L3,43
AAPL,0.12,L3,43
BA,0.0,L3,43
CAT,0.035,L3,43
CVX,0.015,L3,43
CSCO,0.01,L3,43
KO,0.01,L3,43
DOW,0.0,L3,43
GS,0.02,L3,43
HD,0.03,L3,43
HON,0.01,L3,43
IBM,0.0,L3,43
INTC,0.0,L3,43
JNJ,0.0,L3,43
JPM,0.025,L3,43
MCD,0.01,L3,43
MRK,0.09,L3,43
MSFT,0.13,L3,43
NKE,0.0,L3,43
PG,0.06,L3,43
CRM,0.06,L3,43
TRV,0.015,L3,43
UNH,0.055,L3,43
VZ,0.0,L3,43
V,0.05,L3,43
WMT,0.09,L3,43
DIS,0.013,L3,43
MMM,0.02,L0,44
AMZN,0.03,L0,44
AXP,0.025,L0,44
AMGN,0.04,L0,44
AAPL,0.045,L0,44
BA,0.01,L0,44
CAT,0.02,L0,44
CVX,0.035,L0,44
CSCO,0.035,L0,44
KO,0.045,L0,44
DOW,0.015,L0,44
GS,0.02,L0,44
HD,0.035,L0,44
HON,0.025,L0,44
IBM,0.03,L0,44
INTC,0.02,L0,44
JNJ,0.055,L0,44
JPM,0.03,L0,44
MCD,0.045,L0,44
MRK,0.045,L0,44
MSFT,0.055,L0,44
NKE,0.02,L0,44
PG,0.055,L0,44
CRM,0.02,L0,44
TRV,0.025,L0,44
UNH,0.055,L0,44
VZ,0.04,L0,44
V,0.04,L0,44
WMT,0.05,L0,44
DIS,0.015,L0,44
MMM,0.0,L1,44
AMZN,0.06,L1,44
AXP,0.02,L1,44
AMGN,0.06,L1,44
AAPL,0.07,L1,44
BA,0.0,L1,44
CAT,0.015,L1,44
CVX,0.015,L1,44
CSCO,0.025,L1,44
KO,0.05,L1,44
DOW,0.0,L1,44
GS,0.0,L1,44
HD,0.03,L1,44
HON,0.01,L1,44
IBM,0.015,L1,44
INTC,0.0,L1,44
JNJ,0.08,L1,44
JPM,0.015,L1,44
MCD,0.045,L1,44
MRK,0.08,L1,44
MSFT,0.09,L1,44
NKE,0.0,L1,44
PG,0.08,L1,44
CRM,0.025,L1,44
TRV,0.04,L1,44
UNH,0.06,L1,44
VZ,0.0,L1,44
V,0.055,L1,44
WMT,0.08,L1,44
DIS,0.0,L1,44
MMM,0.0,L2,44
AMZN,0.082,L2,44
AXP,0.0,L2,44
AMGN,0.05,L2,44
AAPL,0.09,L2,44
BA,0.0,L2,44
CAT,0.0,L2,44
CVX,0.0,L2,44
CSCO,0.0,L2,44
KO,0.0,L2,44
DOW,0.0,L2,44
GS,0.0,L2,44
HD,0.0,L2,44
HON,0.0,L2,44
IBM,0.0,L2,44
INTC,0.0,L2,44
JNJ,0.0,L2,44
JPM,0.0,L2,44
MCD,0.0,L2,44
MRK,0.18,L2,44
MSFT,0.14,L2,44
NKE,0.0,L2,44
PG,0.12,L2,44
CRM,0.028,L2,44
TRV,0.0,L2,44
UNH,0.11,L2,44
VZ,0.0,L2,44
V,0.08,L2,44
WMT,0.12,L2,44
DIS,0.0,L2,44
MMM,0.0,L3,44
AMZN,0.086,L3,44
AXP,0.05,L3,44
AMGN,0.04,L3,44
AAPL,0.12,L3,44
BA,0.0,L3,44
CAT,0.035,L3,44
CVX,0.02,L3,44
CSCO,0.015,L3,44
KO,0.015,L3,44
DOW,0.0,L3,44
GS,0.02,L3,44
HD,0.035,L3,44
HON,0.01,L3,44
IBM,0.0,L3,44
INTC,0.0,L3,44
JNJ,0.0,L3,44
JPM,0.03,L3,44
MCD,0.01,L3,44
MRK,0.07,L3,44
MSFT,0.13,L3,44
NKE,0.0,L3,44
PG,0.055,L3,44
CRM,0.055,L3,44
TRV,0.01,L3,44
UNH,0.055,L3,44
VZ,0.0,L3,44
V,0.055,L3,44
WMT,0.09,L3,44
DIS,0.0,L3,44
MMM,0.02,L0,45
AMZN,0.03,L0,45
AXP,0.025,L0,45
AMGN,0.04,L0,45
AAPL,0.045,L0,45
BA,0.01,L0,45
CAT,0.02,L0,45
CVX,0.035,L0,45
CSCO,0.035,L0,45
KO,0.045,L0,45
DOW,0.015,L0,45
GS,0.02,L0,45
HD,0.035,L0,45
HON,0.025,L0,45
IBM,0.03,L0,45
INTC,0.02,L0,45
JNJ,0.055,L0,45
JPM,0.03,L0,45
MCD,0.045,L0,45
MRK,0.045,L0,45
MSFT,0.05,L0,45
NKE,0.02,L0,45
PG,0.055,L0,45
CRM,0.02,L0,45
TRV,0.03,L0,45
UNH,0.05,L0,45
VZ,0.04,L0,45
V,0.04,L0,45
WMT,0.05,L0,45
DIS,0.015,L0,45
MMM,0.0,L1,45
AMZN,0.06,L1,45
AXP,0.02,L1,45
AMGN,0.06,L1,45
AAPL,0.07,L1,45
BA,0.0,L1,45
CAT,0.01,L1,45
CVX,0.015,L1,45
CSCO,0.025,L1,45
KO,0.05,L1,45
DOW,0.0,L1,45
GS,0.0,L1,45
HD,0.025,L1,45
HON,0.01,L1,45
IBM,0.015,L1,45
INTC,0.0,L1,45
JNJ,0.07,L1,45
JPM,0.01,L1,45
MCD,0.045,L1,45
MRK,0.08,L1,45
MSFT,0.09,L1,45
NKE,0.0,L1,45
PG,0.08,L1,45
CRM,0.025,L1,45
TRV,0.04,L1,45
UNH,0.06,L1,45
VZ,0.0,L1,45
V,0.045,L1,45
WMT,0.08,L1,45
DIS,0.0,L1,45
MMM,0.0,L2,45
AMZN,0.078,L2,45
AXP,0.0,L2,45
AMGN,0.0,L2,45
AAPL,0.154,L2,45
BA,0.0,L2,45
CAT,0.0,L2,45
CVX,0.0,L2,45
CSCO,0.0,L2,45
KO,0.0,L2,45
DOW,0.0,L2,45
GS,0.0,L2,45
HD,0.0,L2,45
HON,0.0,L2,45
IBM,0.0,L2,45
INTC,0.0,L2,45
JNJ,0.0,L2,45
JPM,0.0,L2,45
MCD,0.0,L2,45
MRK,0.302,L2,45
MSFT,0.196,L2,45
NKE,0.0,L2,45
PG,0.0,L2,45
CRM,0.0,L2,45
TRV,0.0,L2,45
UNH,0.0,L2,45
VZ,0.0,L2,45
V,0.0,L2,45
WMT,0.27,L2,45
DIS,0.0,L2,45
MMM,0.0,L3,45
AMZN,0.078,L3,45
AXP,0.045,L3,45
AMGN,0.052,L3,45
AAPL,0.092,L3,45
BA,0.0,L3,45
CAT,0.028,L3,45
CVX,0.018,L3,45
CSCO,0.02,L3,45
KO,0.018,L3,45
DOW,0.0,L3,45
GS,0.018,L3,45
HD,0.032,L3,45
HON,0.012,L3,45
IBM,0.0,L3,45
INTC,0.0,L3,45
JNJ,0.02,L3,45
JPM,0.028,L3,45
MCD,0.018,L3,45
MRK,0.08,L3,45
MSFT,0.11,L3,45
NKE,0.0,L3,45
PG,0.06,L3,45
CRM,0.055,L3,45
TRV,0.018,L3,45
UNH,0.06,L3,45
VZ,0.0,L3,45
V,0.05,L3,45
WMT,0.07,L3,45
DIS,0.006,L3,45
MMM,0.02,L0,46
AMZN,0.03,L0,46
AXP,0.025,L0,46
AMGN,0.04,L0,46
AAPL,0.045,L0,46
BA,0.01,L0,46
CAT,0.02,L0,46
CVX,0.035,L0,46
CSCO,0.035,L0,46
KO,0.045,L0,46
DOW,0.015,L0,46
GS,0.02,L0,46
HD,0.035,L0,46
HON,0.025,L0,46
IBM,0.03,L0,46
INTC,0.015,L0,46
JNJ,0.055,L0,46
JPM,0.03,L0,46
MCD,0.04,L0,46
MRK,0.045,L0,46
MSFT,0.055,L0,46
NKE,0.02,L0,46
PG,0.055,L0,46
CRM,0.02,L0,46
TRV,0.03,L0,46
UNH,0.055,L0,46
VZ,0.04,L0,46
V,0.04,L0,46
WMT,0.05,L0,46
DIS,0.02,L0,46
MMM,0.0,L1,46
AMZN,0.06,L1,46
AXP,0.02,L1,46
AMGN,0.06,L1,46
AAPL,0.07,L1,46
BA,0.0,L1,46
CAT,0.015,L1,46
CVX,0.02,L1,46
CSCO,0.025,L1,46
KO,0.055,L1,46
DOW,0.0,L1,46
GS,0.0,L1,46
HD,0.025,L1,46
HON,0.01,L1,46
IBM,0.015,L1,46
INTC,0.0,L1,46
JNJ,0.08,L1,46
JPM,0.015,L1,46
MCD,0.055,L1,46
MRK,0.08,L1,46
MSFT,0.09,L1,46
NKE,0.0,L1,46
PG,0.08,L1,46
CRM,0.025,L1,46
TRV,0.035,L1,46
UNH,0.055,L1,46
VZ,0.0,L1,46
V,0.045,L1,46
WMT,0.08,L1,46
DIS,0.0,L1,46
MMM,0.0,L2,46
AMZN,0.082,L2,46
AXP,0.0,L2,46
AMGN,0.062,L2,46
AAPL,0.118,L2,46
BA,0.0,L2,46
CAT,0.0,L2,46
CVX,0.0,L2,46
CSCO,0.0,L2,46
KO,0.0,L2,46
DOW,0.0,L2,46
GS,0.0,L2,46
HD,0.0,L2,46
HON,0.0,L2,46
IBM,0.0,L2,46
INTC,0.0,L2,46
JNJ,0.0,L2,46
JPM,0.0,L2,46
MCD,0.0,L2,46
MRK,0.188,L2,46
MSFT,0.17,L2,46
NKE,0.0,L2,46
PG,0.14,L2,46
CRM,0.0,L2,46
TRV,0.0,L2,46
UNH,0.09,L2,46
VZ,0.0,L2,46
V,0.05,L2,46
WMT,0.1,L2,46
DIS,0.0,L2,46
MMM,0.0,L3,46
AMZN,0.091,L3,46
AXP,0.051,L3,46
AMGN,0.041,L3,46
AAPL,0.126,L3,46
BA,0.0,L3,46
CAT,0.028,L3,46
CVX,0.01,L3,46
CSCO,0.012,L3,46
KO,0.014,L3,46
DOW,0.0,L3,46
GS,0.018,L3,46
HD,0.03,L3,46
HON,0.01,L3,46
IBM,0.0,L3,46
INTC,0.0,L3,46
JNJ,0.0,L3,46
JPM,0.024,L3,46
MCD,0.008,L3,46
MRK,0.09,L3,46
MSFT,0.14,L3,46
NKE,0.0,L3,46
PG,0.06,L3,46
CRM,0.06,L3,46
TRV,0.012,L3,46
UNH,0.055,L3,46
VZ,0.0,L3,46
V,0.05,L3,46
WMT,0.11,L3,46
DIS,0.0,L3,46
MMM,0.02,L0,47
AMZN,0.03,L0,47
AXP,0.025,L0,47
AMGN,0.035,L0,47
AAPL,0.05,L0,47
BA,0.01,L0,47
CAT,0.02,L0,47
CVX,0.035,L0,47
CSCO,0.035,L0,47
KO,0.045,L0,47
DOW,0.015,L0,47
GS,0.02,L0,47
HD,0.035,L0,47
HON,0.025,L0,47
IBM,0.03,L0,47
INTC,0.015,L0,47
JNJ,0.055,L0,47
JPM,0.03,L0,47
MCD,0.04,L0,47
MRK,0.045,L0,47
MSFT,0.055,L0,47
NKE,0.02,L0,47
PG,0.055,L0,47
CRM,0.02,L0,47
TRV,0.03,L0,47
UNH,0.055,L0,47
VZ,0.035,L0,47
V,0.04,L0,47
WMT,0.05,L0,47
DIS,0.015,L0,47
MMM,0.0,L1,47
AMZN,0.06,L1,47
AXP,0.02,L1,47
AMGN,0.06,L1,47
AAPL,0.07,L1,47
BA,0.0,L1,47
CAT,0.01,L1,47
CVX,0.015,L1,47
CSCO,0.025,L1,47
KO,0.055,L1,47
DOW,0.0,L1,47
GS,0.0,L1,47
HD,0.025,L1,47
HON,0.01,L1,47
IBM,0.015,L1,47
INTC,0.0,L1,47
JNJ,0.08,L1,47
JPM,0.01,L1,47
MCD,0.055,L1,47
MRK,0.08,L1,47
MSFT,0.09,L1,47
NKE,0.0,L1,47
PG,0.08,L1,47
CRM,0.02,L1,47
TRV,0.04,L1,47
UNH,0.065,L1,47
VZ,0.0,L1,47
V,0.045,L1,47
WMT,0.085,L1,47
DIS,0.0,L1,47
MMM,0.0,L2,47
AMZN,0.078,L2,47
AXP,0.0,L2,47
AMGN,0.0,L2,47
AAPL,0.186,L2,47
BA,0.0,L2,47
CAT,0.0,L2,47
CVX,0.0,L2,47
CSCO,0.0,L2,47
KO,0.0,L2,47
DOW,0.0,L2,47
GS,0.0,L2,47
HD,0.0,L2,47
HON,0.0,L2,47
IBM,0.0,L2,47
INTC,0.0,L2,47
JNJ,0.0,L2,47
JPM,0.0,L2,47
MCD,0.0,L2,47
MRK,0.318,L2,47
MSFT,0.232,L2,47
NKE,0.0,L2,47
PG,0.0,L2,47
CRM,0.0,L2,47
TRV,0.0,L2,47
UNH,0.0,L2,47
VZ,0.0,L2,47
V,0.0,L2,47
WMT,0.186,L2,47
DIS,0.0,L2,47
MMM,0.0,L3,47
AMZN,0.07,L3,47
AXP,0.045,L3,47
AMGN,0.055,L3,47
AAPL,0.09,L3,47
BA,0.0,L3,47
CAT,0.03,L3,47
CVX,0.015,L3,47
CSCO,0.01,L3,47
KO,0.02,L3,47
DOW,0.0,L3,47
GS,0.015,L3,47
HD,0.035,L3,47
HON,0.01,L3,47
IBM,0.0,L3,47
INTC,0.0,L3,47
JNJ,0.02,L3,47
JPM,0.02,L3,47
MCD,0.015,L3,47
MRK,0.09,L3,47
MSFT,0.11,L3,47
NKE,0.0,L3,47
PG,0.08,L3,47
CRM,0.045,L3,47
TRV,0.015,L3,47
UNH,0.06,L3,47
VZ,0.0,L3,47
V,0.055,L3,47
WMT,0.085,L3,47
DIS,0.0,L3,47
MMM,0.02,L0,48
AMZN,0.03,L0,48
AXP,0.025,L0,48
AMGN,0.04,L0,48
AAPL,0.045,L0,48
BA,0.01,L0,48
CAT,0.02,L0,48
CVX,0.035,L0,48
CSCO,0.035,L0,48
KO,0.045,L0,48
DOW,0.015,L0,48
GS,0.02,L0,48
HD,0.035,L0,48
HON,0.025,L0,48
IBM,0.03,L0,48
INTC,0.02,L0,48
JNJ,0.055,L0,48
JPM,0.03,L0,48
MCD,0.04,L0,48
MRK,0.045,L0,48
MSFT,0.055,L0,48
NKE,0.02,L0,48
PG,0.055,L0,48
CRM,0.02,L0,48
TRV,0.025,L0,48
UNH,0.055,L0,48
VZ,0.035,L0,48
V,0.04,L0,48
WMT,0.05,L0,48
DIS,0.015,L0,48
MMM,0.0,L1,48
AMZN,0.06,L1,48
AXP,0.02,L1,48
AMGN,0.06,L1,48
AAPL,0.07,L1,48
BA,0.0,L1,48
CAT,0.01,L1,48
CVX,0.01,L1,48
CSCO,0.03,L1,48
KO,0.05,L1,48
DOW,0.0,L1,48
GS,0.0,L1,48
HD,0.03,L1,48
HON,0.01,L1,48
IBM,0.02,L1,48
INTC,0.0,L1,48
JNJ,0.08,L1,48
JPM,0.01,L1,48
MCD,0.05,L1,48
MRK,0.08,L1,48
MSFT,0.09,L1,48
NKE,0.0,L1,48
PG,0.08,L1,48
CRM,0.03,L1,48
TRV,0.04,L1,48
UNH,0.07,L1,48
VZ,0.0,L1,48
V,0.05,L1,48
WMT,0.08,L1,48
DIS,0.0,L1,48
MMM,0.0,L2,48
AMZN,0.073,L2,48
AXP,0.0,L2,48
AMGN,0.061,L2,48
AAPL,0.095,L2,48
BA,0.0,L2,48
CAT,0.0,L2,48
CVX,0.0,L2,48
CSCO,0.0,L2,48
KO,0.0,L2,48
DOW,0.0,L2,48
GS,0.0,L2,48
HD,0.0,L2,48
HON,0.0,L2,48
IBM,0.0,L2,48
INTC,0.0,L2,48
JNJ,0.0,L2,48
JPM,0.0,L2,48
MCD,0.0,L2,48
MRK,0.258,L2,48
MSFT,0.189,L2,48
NKE,0.0,L2,48
PG,0.122,L2,48
CRM,0.0,L2,48
TRV,0.0,L2,48
UNH,0.092,L2,48
VZ,0.0,L2,48
V,0.11,L2,48
WMT,0.0,L2,48
DIS,0.0,L2,48
MMM,0.0,L3,48
AMZN,0.086,L3,48
AXP,0.046,L3,48
AMGN,0.041,L3,48
AAPL,0.118,L3,48
BA,0.0,L3,48
CAT,0.031,L3,48
CVX,0.019,L3,48
CSCO,0.018,L3,48
KO,0.017,L3,48
DOW,0.0,L3,48
GS,0.0,L3,48
HD,0.031,L3,48
HON,0.0,L3,48
IBM,0.0,L3,48
INTC,0.0,L3,48
JNJ,0.0,L3,48
JPM,0.0,L3,48
MCD,0.0,L3,48
MRK,0.111,L3,48
MSFT,0.14,L3,48
NKE,0.0,L3,48
PG,0.071,L3,48
CRM,0.053,L3,48
TRV,0.0,L3,48
UNH,0.06,L3,48
VZ,0.0,L3,48
V,0.067,L3,48
WMT,0.091,L3,48
DIS,0.0,L3,48
MMM,0.02,L0,49
AMZN,0.03,L0,49
AXP,0.025,L0,49
AMGN,0.04,L0,49
AAPL,0.045,L0,49
BA,0.01,L0,49
CAT,0.02,L0,49
CVX,0.035,L0,49
CSCO,0.035,L0,49
KO,0.045,L0,49
DOW,0.015,L0,49
GS,0.02,L0,49
HD,0.035,L0,49
HON,0.025,L0,49
IBM,0.03,L0,49
INTC,0.015,L0,49
JNJ,0.055,L0,49
JPM,0.03,L0,49
MCD,0.04,L0,49
MRK,0.045,L0,49
MSFT,0.055,L0,49
NKE,0.02,L0,49
PG,0.055,L0,49
CRM,0.02,L0,49
TRV,0.03,L0,49
UNH,0.05,L0,49
VZ,0.04,L0,49
V,0.04,L0,49
WMT,0.05,L0,49
DIS,0.015,L0,49
MMM,0.0,L1,49
AMZN,0.06,L1,49
AXP,0.02,L1,49
AMGN,0.06,L1,49
AAPL,0.07,L1,49
BA,0.0,L1,49
CAT,0.01,L1,49
CVX,0.01,L1,49
CSCO,0.03,L1,49
KO,0.05,L1,49
DOW,0.0,L1,49
GS,0.0,L1,49
HD,0.03,L1,49
HON,0.01,L1,49
IBM,0.02,L1,49
INTC,0.0,L1,49
JNJ,0.08,L1,49
JPM,0.01,L1,49
MCD,0.05,L1,49
MRK,0.08,L1,49
MSFT,0.09,L1,49
NKE,0.0,L1,49
PG,0.08,L1,49
CRM,0.02,L1,49
TRV,0.04,L1,49
UNH,0.06,L1,49
VZ,0.0,L1,49
V,0.05,L1,49
WMT,0.09,L1,49
DIS,0.0,L1,49
MMM,0.0,L2,49
AMZN,0.067,L2,49
AXP,0.0,L2,49
AMGN,0.046,L2,49
AAPL,0.11,L2,49
BA,0.0,L2,49
CAT,0.0,L2,49
CVX,0.0,L2,49
CSCO,0.0,L2,49
KO,0.0,L2,49
DOW,0.0,L2,49
GS,0.0,L2,49
HD,0.0,L2,49
HON,0.0,L2,49
IBM,0.0,L2,49
INTC,0.0,L2,49
JNJ,0.0,L2,49
JPM,0.0,L2,49
MCD,0.0,L2,49
MRK,0.197,L2,49
MSFT,0.17,L2,49
NKE,0.0,L2,49
PG,0.124,L2,49
CRM,0.0,L2,49
TRV,0.0,L2,49
UNH,0.1,L2,49
VZ,0.0,L2,49
V,0.086,L2,49
WMT,0.1,L2,49
DIS,0.0,L2,49
MMM,0.0,L3,49
AMZN,0.093,L3,49
AXP,0.0,L3,49
AMGN,0.072,L3,49
AAPL,0.124,L3,49
BA,0.0,L3,49
CAT,0.0,L3,49
CVX,0.0,L3,49
CSCO,0.0,L3,49
KO,0.0,L3,49
DOW,0.0,L3,49
GS,0.0,L3,49
HD,0.0,L3,49
HON,0.0,L3,49
IBM,0.0,L3,49
INTC,0.0,L3,49
JNJ,0.0,L3,49
JPM,0.0,L3,49
MCD,0.0,L3,49
MRK,0.178,L3,49
MSFT,0.186,L3,49
NKE,0.0,L3,49
PG,0.11,L3,49
CRM,0.0,L3,49
TRV,0.0,L3,49
UNH,0.097,L3,49
VZ,0.0,L3,49
V,0.06,L3,49
WMT,0.08,L3,49
DIS,0.0,L3,49
MMM,0.02,L0,50
AMZN,0.025,L0,50
AXP,0.025,L0,50
AMGN,0.035,L0,50
AAPL,0.045,L0,50
BA,0.01,L0,50
CAT,0.02,L0,50
CVX,0.03,L0,50
CSCO,0.035,L0,50
KO,0.045,L0,50
DOW,0.015,L0,50
GS,0.015,L0,50
HD,0.035,L0,50
HON,0.025,L0,50
IBM,0.03,L0,50
INTC,0.02,L0,50
JNJ,0.055,L0,50
JPM,0.025,L0,50
MCD,0.04,L0,50
MRK,0.045,L0,50
MSFT,0.055,L0,50
NKE,0.02,L0,50
PG,0.055,L0,50
CRM,0.02,L0,50
TRV,0.03,L0,50
UNH,0.05,L0,50
VZ,0.035,L0,50
V,0.04,L0,50
WMT,0.05,L0,50
DIS,0.015,L0,50
MMM,0.0,L1,50
AMZN,0.06,L1,50
AXP,0.02,L1,50
AMGN,0.06,L1,50
AAPL,0.07,L1,50
BA,0.0,L1,50
CAT,0.015,L1,50
CVX,0.015,L1,50
CSCO,0.025,L1,50
KO,0.055,L1,50
DOW,0.0,L1,50
GS,0.0,L1,50
HD,0.025,L1,50
HON,0.01,L1,50
IBM,0.015,L1,50
INTC,0.0,L1,50
JNJ,0.09,L1,50
JPM,0.015,L1,50
MCD,0.055,L1,50
MRK,0.085,L1,50
MSFT,0.09,L1,50
NKE,0.0,L1,50
PG,0.085,L1,50
CRM,0.025,L1,50
TRV,0.035,L1,50
UNH,0.065,L1,50
VZ,0.0,L1,50
V,0.045,L1,50
WMT,0.08,L1,50
DIS,0.0,L1,50
MMM,0.0,L2,50
AMZN,0.082,L2,50
AXP,0.028,L2,50
AMGN,0.041,L2,50
AAPL,0.103,L2,50
BA,0.0,L2,50
CAT,0.018,L2,50
CVX,0.0,L2,50
CSCO,0.0,L2,50
KO,0.0,L2,50
DOW,0.0,L2,50
GS,0.0,L2,50
HD,0.02,L2,50
HON,0.0,L2,50
IBM,0.0,L2,50
INTC,0.0,L2,50
JNJ,0.0,L2,50
JPM,0.0,L2,50
MCD,0.0,L2,50
MRK,0.183,L2,50
MSFT,0.155,L2,50
NKE,0.0,L2,50
PG,0.102,L2,50
CRM,0.048,L2,50
TRV,0.0,L2,50
UNH,0.06,L2,50
VZ,0.0,L2,50
V,0.055,L2,50
WMT,0.105,L2,50
DIS,0.0,L2,50
MMM,0.0,L3,50
